管轄	最終更新日	企業・事業場名称	所在地	公表日	違反法条	事案概要	その他参考事項
三重労働局	平成31年2月28日	野地木材工業（株）	三重県熊野市	H30.6.13	労働安全衛生法第21条,労働安全衛生規則第524条	高さ約５ｍのスレート屋根の上で作業を行わせるに際し、踏み抜きによる危険を防止する措置を講じなかったもの	H30.6.13送検
三重労働局	平成31年2月28日	（有）ワコー建設	三重県志摩市	H30.10.4	労働安全衛生法第20条,労働安全衛生規則第158条	掘削作業を行わせるに際し、誘導者を配置せず運転中の車両系建設機械の作業半径内に労働者を立ち入らせたもの	H30.10.4送検
三重労働局	平成31年2月28日	伊勢志摩リゾートマネジメント（株）	三重県志摩市	H30.10.11	労働基準法第32条	労働者４名に、有効な36協定の締結・届出なく違法な時間外労働を行わせたもの	H30.10.11送検
三重労働局	平成31年2月28日	（株）宝和	三重県松阪市	H30.12.3	最低賃金法第４条	労働者２名に、３〜６か月間の定期賃金合計約226万円を支払わなかったもの	H30.12.3送検
三重労働局	平成31年2月28日	（株）宴	三重県名張市	H31.1.8	最低賃金法第４条	労働者８名に、５か月間の定期賃金合計約248万円を支払わなかったもの	H31.1.8送検
滋賀労働局	平成31年2月28日	（株）ビーバーレコード　串春　近江八幡店	滋賀県近江八幡市	H30.5.24	労働基準法第32条	労働者１名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.5.24送検
滋賀労働局	平成31年2月28日	（株）金陽社　滋賀工場	滋賀県野洲市	H30.8.13	労働安全衛生法第20条,労働安全衛生規則第107条	労働者が機械内部に落とした布を拾い上げる際、機械の運転を停止させていなかったもの	H30.8.13送検
滋賀労働局	平成31年2月28日	速水林業	滋賀県長浜市	H30.9.20	労働安全衛生法第21条,労働安全衛生規則第479条	立木の伐木作業を行うに当たり、伐倒について一定の合図を定め、関係労働者に周知していなかったもの	H30.9.20送検
滋賀労働局	平成31年2月28日	（株）Ｓａｋａｔｅｃ	山梨県南巨摩郡	H30.11.15	労働安全衛生法第21条,労働安全衛生規則第519条	高さ30ｍの法面上で労働者に作業を行わせる際に、墜落防止措置を講じていなかったもの	H30.11.15送検
滋賀労働局	平成31年2月28日	（株）ｆ−プランニング	滋賀県愛知郡愛荘町	H31.1.18	労働安全衛生法第20条,労働安全衛生規則第151条の３	フォークリフトを用いた作業を行わせるにあたり、作業計画を定めていなかったもの	H31.1.18送検
京都労働局	平成31年2月28日	ローソン油小路上鳥羽店	京都府京都市伏見区	H30.9.13	労働基準法第32条	労働者１名に、36協定の届出を行うことなく、違法な時間外・休日労働を行わせたもの	H30.9.13送検
京都労働局	平成31年2月28日	（株）ステイトオブザアートストア	京都府京都市南区	H30.9.13	労働基準法第104条の２	労働基準監督署に出頭するよう命ぜられたのに出頭しなかったもの	H30.9.13送検
京都労働局	平成31年2月28日	（株）坂本塗装工業	京都府宇治市	H30.11.2	労働安全衛生法第30条,労働安全衛生規則第637条	特定元方事業者であるのに、毎作業日に少なくとも１回の作業場所の巡視を怠ったもの	H30.11.2送検
京都労働局	平成31年2月28日	（有）我妻建材工業	京都府京都市伏見区	H30.11.2	労働安全衛生法違反第20条,労働安全衛生規則第563条	高さ2.4ｍの足場上で、幅40㎝以上の作業床を設けることなく、労働者に作業を行わせたもの	H30.11.2送検
京都労働局	平成31年2月28日	（株）亀岡給食センター	京都府亀岡市	H30.12.7	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したにもかかわらず、遅滞なく労働者死傷病報告を提出しなかったもの	H30.12.7送検
京都労働局	平成31年2月28日	（株）オステム	京都府京都市伏見区	H30.12.20	最低賃金法第４条	労働者９名に、１か月間の定期賃金合計約299万円を支払わなかったもの	H30.12.20送検
京都労働局	平成31年2月28日	（株）宮下鉄筋	京都府福知山市	H31.1.29	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生した際に、虚偽の労働者死傷病報告を提出したもの	H31.1.29送検
京都労働局	平成31年2月28日	（株）ランドアセット	京都府京都市中京区	H31.2.21	労働基準法第24条	労働者１名に、１か月間の定期賃金30万円を支払わなかったもの	H31.2.21送検
京都労働局	平成31年2月28日	渡貫建設	京都府与謝郡与謝野町	H31.2.27	労働安全衛生法第20条,労働安全衛生規則第164条	解体用つかみ機を主たる用途以外の用途(荷のつり上げ作業)に使用させたもの	H31.2.27送検
大阪労働局	平成31年2月28日	（株）ソルテック	大阪府吹田市	H30.3.14	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の休業を要する労働災害が発生した際に、虚偽の労働者死傷病報告を提出したもの	H30.3.14送検
大阪労働局	平成31年2月28日	北港観光バス（株）	大阪府大阪市旭区	H30.3.15	労働基準法第32条	労働者４名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.3.15送検
大阪労働局	平成31年2月28日	（有）日輝建設	大阪府岸和田市	H30.3.27	労働安全衛生法第20条,労働安全衛生規則第564条	労働者につり足場の解体作業を行わせるに際し、作業床を設けず、また、安全帯を使用させなかったもの	H30.3.27送検
大阪労働局	平成31年2月28日	三起製作所	大阪府大阪市平野区	H30.4.25	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械に安全囲いを設ける等の措置を講じなかったもの	H30.4.25送検
大阪労働局	平成31年2月28日	（株）増田運送	大阪府大阪市住之江区	H30.4.27	労働基準法第32条,労働基準法第35条	36協定を締結することなく、労働者に違法な時間外労働・休日労働を行わせたもの	H30.4.27送検
大阪労働局	平成31年2月28日	第一貨物（株）	山形県山形市	H30.5.29	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約2.5ｍの高所で、安全帯を使用させることなく労働者に作業を行わせたもの	H30.5.29送検
大阪労働局	平成31年2月28日	（株）早瀬製作所	大阪府大東市	H30.8.3	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械に有効な安全装置を使用させる等の措置を講じなかったもの	H30.8.3送検
大阪労働局	平成31年2月28日	協同運輸（株）	大阪府大阪市大正区	H30.8.7	労働安全衛生法第20条,労働安全衛生規則第151条の3,労働者派遣法第45条,第3項	労働者に、フォークリフトの作業計画で定めた作業を行わせなかったもの	H30.8.7送検
大阪労働局	平成31年2月28日	（株）ホーム産業	大阪府守口市	H30.8.20	労働安全衛生法第30条,労働安全衛生規則第637条	特定元方事業者であるのに、毎作業日に少なくとも１回の作業場所の巡視を怠ったもの	H30.8.20送検
大阪労働局	平成31年2月28日	（株）フジタ	東京都渋谷区	H30.8.21	労働基準法第32条	労働者４名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.8.21送検,H30.11.29不起訴
大阪労働局	平成31年2月28日	フジイ工業（株）	大阪府大阪市西淀川区	H30.8.31	労働安全衛生法第20条,労働安全衛生規則第147条	鍛造プレスに戸、両手操作式による起動装置等の安全装置を設けなかったもの	H30.8.31送検
大阪労働局	平成31年2月28日	（株）高度技術研究所	大阪府吹田市	H30.9.28	労働安全衛生法第21条,労働安全衛生規則第519条	高さ２ｍ以上の建物屋上で、手すり等を設けることなく、労働者に作業を行わせたもの	H30.9.28送検
大阪労働局	平成31年2月28日	（株）ナッシェレカイタニ	大阪府寝屋川市	H30.10.9	労働基準法第37条	技能実習生２名に１か月間の時間外手当合計約９万円を支払わなかったもの	H30.10.9送検
大阪労働局	平成31年2月28日	（株）西田興業	大阪府大阪市淀川区	H30.10.29	労働安全衛生法第21条,労働安全衛生規則第537条	足場の部材が落下するおそれがあったのに、防網を設ける等の措置を講じなかったもの	H30.10.29送検
大阪労働局	平成31年2月28日	（株）レント	静岡県静岡市駿河区	H30.11.12	労働安全衛生法第20条,クレーン等安全規則第70条の5	移動式クレーンを用いて作業を行うに当たり、アウトリガーを最大限に張り出さなかったもの	H30.11.12送検
大阪労働局	平成31年2月28日	（株）片山電機	大阪府岸和田市	H30.11.27	労働安全衛生法第21条,労働安全衛生規則第518条	高さ２メートル以上の箇所でゴムシートの設置作業を行うにあたり、墜落防止措置を講じなかったもの	H30.11.27送検
大阪労働局	平成31年2月28日	（株）エムティー	大阪府大阪市都島区	H30.12.18	労働基準法第32条	労働者２名に、有効な36協定の締結・届出なく違法な時間外労働を行わせたもの	H30.12.18送検
大阪労働局	平成31年2月28日	名古屋電機工業（株）	愛知県あま市	H30.12.21	労働基準法第32条	労働者１名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.12.21送検
大阪労働局	平成31年2月28日	（株）北川建設	大阪府八尾市	H30.12.21	労働安全衛生法第21条,労働安全衛生規則第519条,労働者派遣法第45条	高さ約20ｍの開口部で、安全帯を使用させることなく労働者に作業を行わせたもの	H30.12.21送検
大阪労働局	平成31年2月28日	（株）みんなのスーパー	大阪府四條畷市	H30.12.25	最低賃金法第４条	労働者５名に、大阪府最低賃金額（１時間936円）以上の賃金を支払わなかったもの	H30.12.25送検
大阪労働局	平成31年2月28日	（株）道上総合建設	大阪府枚方市	H30.12.25	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約３ｍの高所で、安全帯を使用させることなく労働者に作業を行わせたもの	H30.12.25送検
大阪労働局	平成31年2月28日	（株）大和産業	大阪府大阪市中央区	H30.12.25	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の休業を要する労働災害が発生した際に、遅滞なく労働者死傷病報告を提出しなかったもの	H30.12.25送検
大阪労働局	平成31年2月28日	ヨシザワエルディ（株）	大阪府大東市	H30.12.25	労働安全衛生法第100条,労働安全衛生規則第97条,労働者派遣法第45条	休業４日以上の休業を要する労働災害が発生した際に、遅滞なく労働者死傷病報告を提出しなかったもの	H30.12.25送検
大阪労働局	平成31年2月28日	（株）ＪＯＵＪＯＵ	大阪府大阪市中央区	H30.12.26	労働基準法第32条	労働者１名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.12.26送検
大阪労働局	平成31年2月28日	太陽メッキ（株）	兵庫県尼崎市	H30.12.26	労働安全衛生法第21条,労働安全衛生規則第533条	高温の水槽に接する床面を通行させるに当たり、同槽への転落を防止するためのさく等を設けなかったもの	H30.12.26送検
大阪労働局	平成31年2月28日	（株）小和野商店	大阪府大阪市西成区	H30.12.26	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約６ｍの高所で、安全帯を使用させることなく労働者に作業を行わせたもの	H30.12.26送検
大阪労働局	平成31年2月28日	（有）ライジング・仁	大阪府堺市美原区	H30.12.26	労働安全衛生法第20条,労働安全衛生規則第563条	労働者に高さ約11ｍの足場の作業床上で作業を行わせるに際し、中桟等の設備を設けなかったもの	H30.12.26送検
大阪労働局	平成31年2月28日	千里運輸（株）	大阪府摂津市	H30.12.26	労働安全衛生法第20条,労働安全衛生規則第151条の14	車両系荷役運搬機械（フォークリフト）を主たる用途以外の用途（労働者の昇降）に使用したもの	H30.12.26送検
大阪労働局	平成31年2月28日	三共ポリエチレン（株）	広島県廿日市市	H30.12.27	労働安全衛生法第20条,労働安全衛生規則第151条の3	車両系荷役運搬機械（フォークリフト）を用いる作業を行わせる際に、あらかじめ作業計画を定めなかったもの	H30.12.27送検
大阪労働局	平成31年2月28日	（株）フジタ	大阪府高石市	H30.12.27	労働安全衛生法第20条,労働安全衛生規則第158条,労働者派遣法第45条	労働者を運転中のドラグショベルの作業半径内に立ち入らせたもの	H30.12.27送検
大阪労働局	平成31年2月28日	（医）愛祥会	大阪府大阪市西淀川区	H31.1.30	最低賃金法第４条	労働者７名に、最大２か月間の定期賃金合計約330万円を支払わなかったもの	H31.1.30送検
大阪労働局	平成31年2月28日	今西建設工業（株）	大阪府東大阪市	H31.1.30	労働安全衛生法第30条,労働安全衛生規則第636条	元請と下請の労働者の作業が同一の場所で行われる際、労働災害防止のための連絡、調整を行わなかったもの。	H31.1.30送検
大阪労働局	平成31年2月28日	騠橋工業（株）	大阪府大阪市西淀川区	H31.2.22	労働基準法第32条	労働者１名に、36協定の限度を超える違法な時間外労働を行わせたもの	H31.2.22送検
大阪労働局	平成31年2月28日	（有）ナガタ製作所	大阪府南河内郡河南町	H31.2.26	労働安全衛生法第20条,労働安全衛生規則第134条の2	プレス機械の切替キースイッチのキーを保管者に保管させなかったもの	H31.2.26送検
兵庫労働局	平成31年2月28日	（株）富田製作所	兵庫県明石市	H30.3.22	労働安全衛生法第20条,クレーン等安全規則第25条,労働者派遣法第45条	クレーン運転について一定の合図を定めず、かつ合図者に合図を行わせなかったもの	Ｈ30.3.22送検
兵庫労働局	平成31年2月28日	薄井商店	兵庫県神戸市西区	H30.3.23	労働安全衛生法第100条,労働安全衛生規則第97条	１か月の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	Ｈ30.3.23送検
兵庫労働局	平成31年2月28日	高砂飼料工業（株）	兵庫県高砂市	H30.7.11	労働安全衛生法第20条,労働安全衛生規則第142条	粉砕機の開口部から転落するおそれがあったのに、蓋、囲い等を設けていなかったもの	Ｈ30.7.11送検
兵庫労働局	平成31年2月28日	林住建（株）	大阪府高槻市	H30.7.24	労働安全衛生法第31条,労働安全衛生規則第653条	高さ約６ｍの屋根で請負人の労働者に作業させるに当たり、墜落防止措置を講じていなかったもの	Ｈ30.７.24送検
兵庫労働局	平成31年2月28日	今田塗装店	大阪府高槻市	H30.7.24	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約６ｍの屋根で労働者に作業させるに当たり、墜落防止措置を講じていなかったもの	Ｈ30.７.24送検
兵庫労働局	平成31年2月28日	協同組合兵庫木材センター	兵庫県宍粟市	H30.9.13	労働安全衛生法第20条,労働安全衛生規則第101条	チェーンコンベヤーの回転軸の突起物に覆い、囲い等を設けていなかったもの	Ｈ30.9.13送検
兵庫労働局	平成31年2月28日	（株）サイキ	大阪府大阪市西区	H30.9.14	労働安全衛生法第31条,労働安全衛生規則第653条,労働者派遣法第45条	請負人の労働者に使用させる高さ約16ｍの作業床に安全に昇降するための設備を設けていなかったもの	Ｈ30.9.14送検
兵庫労働局	平成31年2月28日	（株）クライス	大阪府池田市	H30.9.14	労働安全衛生法第21条,労働安全衛生規則第526条,労働者派遣法第45条	高さ約16ｍの箇所で労働者に作業をさせるに当たり、安全に昇降するための設備を設けていなかったもの	Ｈ30.9.14送検
兵庫労働局	平成31年2月28日	（株）森本塗装工業	兵庫県神戸市西区	H30.9.18	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約５ｍの屋根で労働者に作業させるに当たり、墜落防止措置を講じていなかったもの	Ｈ30.9.18送検
兵庫労働局	平成31年2月28日	（有）豊島自動車	兵庫県神戸市兵庫区	H30.9.25	労働安全衛生法第20条,クレーン等安全規則第69条	移動式クレーンにその定格荷重をこえる荷重をかけて使用していたもの	Ｈ30.9.25送検
兵庫労働局	平成31年2月28日	洲本製紙（有）	兵庫県洲本市	H30.10.10	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	Ｈ30.10.10送検
兵庫労働局	平成31年2月28日	久保田セメント工業（株）小野事業所	兵庫県小野市	H30.10.17	労働安全衛生法第20条,労働安全衛生規則第104条	シャトルコンベヤーの運転について、一定の合図を定めず、また、合図をする者を指名せず開始させたもの	Ｈ30.10.17送検
兵庫労働局	平成31年2月28日	（株）神戸製鋼所　加古川製鉄所	兵庫県加古川市	H30.10.17	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約45ｍのボイラー内で労働者に作業させるに当たり、墜落防止措置を講じていなかったもの	Ｈ30.10.17送検
兵庫労働局	平成31年2月28日	（株）イグレック・プリュス	兵庫県神戸市中央区	H30.10.23	最低賃金法第４条	労働者５名に、１か月間の定期賃金合計約64万円を支払わなかったこと	Ｈ30.10.23送検
兵庫労働局	平成31年2月28日	カネテツデリカフーズ（株）	兵庫県神戸市東灘区	H30.10.25	労働安全衛生法第21条,労働安全衛生規則第519条	高さ２ｍ以上の箇所で、労働者に作業を行わせるに当たり、墜落防止措置を講じなかったもの	Ｈ30.10.25送検
兵庫労働局	平成31年2月28日	津名陸運（株）	兵庫県淡路市	H30.11.5	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	Ｈ30.11.5送検
兵庫労働局	平成31年2月28日	山郫建設（株）	東京都中央区	H30.11.27	労働安全衛生法第21条,労働安全衛生規則第533条	作業中に転落するおそれのある開口部に高さ75㎝以上の丈夫なさく等を設けていなかったもの	Ｈ30.11.27送検
兵庫労働局	平成31年2月28日	（株）カイヤマグチ	兵庫県姫路市	H30.12.7	最低賃金法第４条	労働者11名に１か月間の定期賃金合計約317万円を支払わなかったもの	Ｈ30.12.7送検
兵庫労働局	平成31年2月28日	（株）駒田プレカット	兵庫県姫路市	H30.12.7	労働安全衛生法第20条,労働安全衛生規則第108条の２	労働者が挟まれるおそれのある木材加工用機械のストローク端に覆い、囲い又は柵等を設けていなかったもの	Ｈ30.12.7送検
兵庫労働局	平成31年2月28日	川北運輸（株）	大阪府大阪市淀川区	H31.2.21	労働安全衛生法第20条,労働安全衛生規則第349条	労働者が接触して感電するおそれがある充電電路に囲いを設ける等の措置を講じていなかったもの	Ｈ31.2.21送検
兵庫労働局	平成31年2月28日	（特非）はじめの第一歩	兵庫県西宮市	H31.2.21	最低賃金法第４条	労働者10名に１か月間の定期賃金合計約592万円を支払わなかったもの	Ｈ31.2.21送検
兵庫労働局	平成31年2月28日	五藤建設（株）	兵庫県西宮市	H31.2.25	労働安全衛生法第20条,労働安全衛生規則第279条	火災の生じるおそれがある場所において、労働者に点火源となるおそれのある電動のこぎりを使用させたこと	Ｈ31.2.25送検
奈良労働局	平成31年2月28日	（株）日鴻建設	大阪府大阪市西区	H30.6.22	労働安全衛生法第20条,労働安全衛生規則第160条	労働者が車両系建設機械（ローラー）の運転位置を離れるに際し、逸走防止措置を講じていなかったもの	H30.6.22送検
奈良労働局	平成31年2月28日	（株）田中運送	奈良県五條市	H30.7.6	労働安全衛生法第21条,労働安全衛生規則第151条の70	トラックへの荷積み作業を行わせるにあたり、当該作業を指揮する者を定めていなかったもの	H30.7.6送検
奈良労働局	平成31年2月28日	きた産業（株）	奈良県奈良市	H30.7.23	労働安全衛生法第20条,労働安全衛生規則第28条	射出成形機の安全扉について、安全装置を有効な状態としていなかったもの	H30.7.23送検
奈良労働局	平成31年2月28日	（株）サカイ引越センター奈良南支社	奈良県大和郡山市	H30.7.23	労働安全衛生法第100条,労働安全衛生規則第97条	19日間の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.7.23送検
奈良労働局	平成31年2月28日	藤田鉄工（株）	奈良県橿原市	H30.12.11	労働安全衛生法第20条,労働安全衛生規則第111条	労働者にボール盤により作業を行わせるにあたり、手袋を使用禁止していなかったもの	H30.12.11送検
奈良労働局	平成31年2月28日	（株）コントラクトディスクリプション	奈良県大和高田市	H31.2.18	最低賃金法第４条	労働者４名に、２か月間の定期賃金合計約52万円を支払わなかったもの	H31.2.18送検
和歌山労働局	平成31年2月28日	（有）オガワ包装資材	和歌山県御坊市	H30.3.16	労働安全衛生法第61条,労働安全衛生規則第41条	無資格の労働者に、最大荷重１トンのフォークリフトの運転をさせたもの	H30.3.16送検
和歌山労働局	平成31年2月28日	南紀保険グループ	和歌山県新宮市	H30.6.14	労働基準法第６条	別の会社で働いていた労働者の就業に介入し、この労働者から15か月にわたり賃金の一部から利益を得ていたもの	H30.6.14送検
和歌山労働局	平成31年2月28日	上本建設工業	大阪府大阪市此花区	H30.7.25	労働安全衛生法第20条,労働安全衛生規則第564条	足場の解体作業を行うに当たり、安全帯の取付設備等を設けず、労働者に安全帯を使用させていなかったもの	H30.7.25送検
和歌山労働局	平成31年2月28日	（株）湊組	和歌山県和歌山市	H30.9.21	労働安全衛生法第21条,労働安全衛生規則第151条の70	100ｋｇ以上の荷を貨物自動車から卸す際に、作業指揮者に手順及び手順ごとの方法を決定させていなかったもの	H30.9.21送検
和歌山労働局	平成31年2月28日	河西運輸（株）	和歌山県和歌山市	H30.10.19	労働基準法第32条	労働者２名に、36協定の延長時間を超えて違法な時間外労働を行わせたもの	H30.10.19送検
和歌山労働局	平成31年2月28日	（有）グループホーム開門荘	和歌山県新宮市	H30.11.5	最低賃金法第４条	労働者３名に、１か月間の定期賃金合計約46万円を支払わなかったもの	H30.11.5送検
鳥取労働局	平成31年2月28日	八幡生コン（株）	鳥取県東伯郡湯梨浜町	H31.2.1	労働安全衛生法第20条,労働安全衛生規則第107条	労働者にベルトコンベヤーの調整等を行わせるに当たり、機械の運転を停止しなかったもの	H31.2.1送検
島根労働局	平成31年2月28日	（有）福間工務店	島根県邑智郡美郷町	H30.3.22	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約4.4ｍの建屋のひさし上で、防網を張り又は安全帯を使用させることなく労働者に作業を行わせたもの	H30.3.22送検
島根労働局	平成31年2月28日	西日本ダイハツ運輸（株）出雲営業所	島根県出雲市	H30.3.26	労働基準法第32条	労働者４名に、36協定の延長時間を超える違法な時間外・休日労働を行わせたもの	H30.3.26送検
島根労働局	平成31年2月28日	（株）竹内工業	島根県大田市	H30.8.28	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したにもかかわらず、遅滞なく労働者死傷病報告を提出しなかったもの	H30.8.28送検
島根労働局	平成31年2月28日	（有）吉川工務店	島根県仁多郡奥出雲町	H30.11.13	労働安全衛生法第20条,労働安全衛生規則第157条	車両系建設機械を用いて作業を行わせる際に、転倒又は転落を防止するための措置を講じなかったもの	H30.11.13送検
島根労働局	平成31年2月28日	（株）オーテック	島根県松江市	H30.11.28	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したにもかかわらず、遅滞なく労働者死傷病報告を提出しなかったもの	H30.11.28送検
島根労働局	平成31年2月28日	（株）大勢シェル	島根県松江市	H31.2.1	労働安全衛生法第20条,労働安全衛生規則第28条	造形機に設けられた安全装置を有効に作動させないまま、労働者に作業を行わせたもの	H31.2.1送検
岡山労働局	平成31年2月28日	銘建工業（株）	岡山県真庭市	H30.11.9	労働安全衛生法第20条,労働安全衛生規則第107条	プレス機械の運転を停止することなく、労働者に清掃作業を行わせたもの	H30.11.9送検
岡山労働局	平成31年2月28日	（株）フィル	岡山県倉敷市	H30.12.7	最低賃金法第４条	障害者を含む労働者93名に、１ヶ月間の定期賃金合計約750万円を支払わなかったもの	H30.12.7送検,H31.2.7不起訴
岡山労働局	平成31年2月28日	（株）スリーエスＡ＆Ｃ　岡山センター	岡山県岡山市北区	H31.1.17	労働基準法第32条	労働者１名に、36協定の延長時間を超える時間外労働を行わせたもの	H31.1.17送検
広島労働局	平成31年2月28日	（株）Ｃｏｎｆｉｄｅｎｃｅ	広島県三次市	H30.3.12	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.3.12送検
広島労働局	平成31年2月28日	将栄建設	広島県東広島市	H30.3.12	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.3.12送検
広島労働局	平成31年2月28日	三宅建設（株）	広島県庄原市	H30.3.26	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.3.26送検
広島労働局	平成31年2月28日	日本エレクトロニツクシステムズ（株）	大阪府大阪市淀川区	H30.3.27	労働安全衛生法第31条,労働安全衛生規則第653条,労働者派遣法第45条	高さ約8.5ｍの作業床の端に手すり等を設けることなく労働者に作業を行わせたもの	H30.3.27送検
広島労働局	平成31年2月28日	広島バス（株）	広島県広島市中区	H30.3.27	労働基準法第32条	労働者１名に、36協定の延長時間を超えて違法な時間外労働を行わせたもの	H30.3.27送検
広島労働局	平成31年2月28日	西城町森林組合	広島県庄原市	H30.5.14	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.5.14送検
広島労働局	平成31年2月28日	（株）サンヨーコーポレーション	広島県東広島市	H30.5.29	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.5.29送検
広島労働局	平成31年2月28日	（株）ニッポー	広島県広島市安芸区	H30.7.19	労働安全衛生法第20条,労働安全衛生規則第537条,労働者派遣法第45条	射出成形機の可動盤が自重で落下することによる危険を防止するための措置を講じなかったもの	H30.7.19送検
広島労働局	平成31年2月28日	ランデス（株）	岡山県真庭市	H30.9.13	労働安全衛生法第61条,労働安全衛生法施行令第20条,クレーン等安全規則第221条	つり上げ荷重１トン以上のクレーンの玉掛け業務に無資格者を就かせたもの	H30.9.13送検
広島労働局	平成31年2月28日	宇野木工（株）	広島県福山市	H30.10.11	労働安全衛生法第20条,労働安全衛生規則第123条	木材加工用丸のこ盤に歯の接触予防措置を設けることなく、木材加工作業を行わせたもの	H30.10.11送検
広島労働局	平成31年2月28日	（有）岡野商店	広島県山県郡北広島町	H30.10.12	労働基準法第32条,労働基準法第35条	運転者３名に対して、有効な36協定の締結・届出なく違法な時間外・休日労働を行わせたもの	H30.10.12送検
広島労働局	平成31年2月28日	（有）共生工業	広島県呉市	H30.10.26	労働安全衛生法第100条,労働安全衛生規則第97条,労働者派遣法第45条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.10.26送検
広島労働局	平成31年2月28日	中川昭和	広島県尾道市	H30.10.26	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.10.26送検
広島労働局	平成31年2月28日	（株）柑橘屋	広島県三原市	H30.11.1	労働基準法第24条	労働者７名の８か月間の定期賃金合計約300万円を支払わなかったもの	H30.11.1送検
広島労働局	平成31年2月28日	鳴滝工業（有）	広島県尾道市	H30.11.2	労働安全衛生法第20条,クレーン等安全規則第29条	天井クレーンで、ハッカーを用いて玉掛けし、吊り上げた鋼板の下に労働者を立ち入らせたもの	H30.11.2送検
広島労働局	平成31年2月28日	（株）神戸揚重	兵庫県神戸市中央区	H30.11.12	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.11.12送検
広島労働局	平成31年2月28日	（株）ムロオ	広島県呉市	H30.12.21	労働基準法第32条	労働基準法第32条,に違反し、かつ、１か月当たり80時間を超える時間外・休日労働が複数の事業場において認められたもの	H30.12.21,広島労働局長が指導
広島労働局	平成31年2月28日	シモハナ物流（株）	広島県安芸郡坂町	H31.2.12	労働基準法第32条	労働者７名に、36協定の延長時間を超えて違法な時間外労働を行わせたもの	H31.2.12送検
山口労働局	平成31年2月28日	（株）カザケン	岡山県倉敷市	H30.3.23	労働安全衛生法第31条,労働安全衛生規則第653条,労働者派遣法第45条	深さ約２ｍの掘削溝に昇降の設備を設けることなく下請けの労働者に作業を行わせたもの	H30.3.23送検
山口労働局	平成31年2月28日	（有）錦秀建設	山口県岩国市	H30.3.23	労働安全衛生法第21条,労働安全衛生規則第526条,労働者派遣法第45条	深さ約２ｍの掘削溝に昇降の設備を設けることなく労働者に作業を行わせたもの	H30.3.23送検
山口労働局	平成31年2月28日	仲工業	山口県山口市	H30.8.20	労働安全衛生法第94条	労働災害に係る産業安全専門官の質問に対して虚偽の陳述を行ったもの	H30.8.20送検
山口労働局	平成31年2月28日	山口建設（株）	山口県山口市	H30.8.20	労働安全衛生法第91条	労働災害に係る労働基準監督官の質問に対して虚偽の陳述を行ったもの	H30.8.20送検
