管轄	最終更新日	企業・事業場名称	所在地	公表日	違反法条	事案概要	その他参考事項
愛知労働局	平成31年3月31日	サンケン起工（株）	愛知県愛知郡東郷町	H30.11.15	労働安全衛生法第20条,安全衛生規則第151条の82	コンベヤーを用いて作業を行うにあたり、当日の作業開始前に非常停止装置の機能の点検を行っていなかったもの	H30.11.15送検
愛知労働局	平成31年3月31日	（株）北沢製作所	愛知県名古屋市中川区	H30.11.15	労働基準法第32条	労働者５名に対し、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.11.15送検
愛知労働局	平成31年3月31日	尾張生コンクリート工業（株）	愛知県稲沢市	H30.12.4	労働安全衛生法第21条,労働安全衛生規則第532条の２	砂の貯蔵槽内での作業において、砂に埋没するおそれがあるのに、当該危険を防止する措置を講じなかったもの	H30.12.4送検
愛知労働局	平成31年3月31日	（株）ミユキ	愛知県名古屋市西区	H31.1.25	最低賃金法第４条	労働者４名に対し、３か月間の定期賃金合計約210万円を支払わなかったもの	H31.1.25送検
愛知労働局	平成31年3月31日	（株）Ｔｅａｍエイワン	愛知県名古屋市港区	H31.1.25	労働安全衛生法第22条,労働安全衛生規則第578条	自然換気が不十分な現場において、内燃機関の排気ガスによる健康障害を防止するための措置を講じなかったもの	H31.1.25送検
愛知労働局	平成31年3月31日	（株）サンエー	愛知県名古屋市天白区	H31.1.25	最低賃金法第４条	労働者１名に対し、５か月間の定期賃金合計約120万円を支払わなかったもの	H31.1.25送検
愛知労働局	平成31年3月31日	（株）玉名建設	愛知県春日井市	H31.2.8	労働安全衛生法第20条,労働安全衛生規則第157条,労働者派遣法第45条	ドラグ・ショベルを用いた作業において、転倒・転落による危険を防止するために必要な措置を講じなかったもの	H31.2.8送検
愛知労働局	平成31年3月31日	（株）アンフィニ	愛知県名古屋市天白区	H31.2.14	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告をしなかったもの	H31.2.14送検
愛知労働局	平成31年3月31日	（株）大徳	愛知県名古屋市名東区	H31.2.14	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害について、事実と異なる内容で労働者死傷病報告をしたもの	H31.2.14送検
愛知労働局	平成31年3月31日	（有）近藤製作所　第２工場	愛知県愛知郡東郷町	H31.2.21	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械の安全装置を無効化した状態で、労働者に作業を行わせたもの	H31.2.21送検
愛知労働局	平成31年3月31日	沢田建設（株）	愛知県名古屋市千種区	H31.2.25	労働安全衛生法第31条,労働安全衛生規則第653条	高さ14ｍの作業床の開口部に手すり等を設けることなく請負人の労働者に使用させたもの	H31.2.25送検
愛知労働局	平成31年3月31日	（有）前里商会	愛知県名古屋市南区	H31.2.25	労働安全衛生法第21条,労働安全衛生規則第519条	高さ14ｍの作業床の開口部に手すり等を設けることなく労働者に作業を行わせたもの	H31.2.25送検
愛知労働局	平成31年3月31日	（株）朋友メディカル	愛知県名古屋市瑞穂区	H31.2.25	労働安全衛生法第22条,特定化学物質障害予防規則第42条	漏洩した酸化エチレンガスを労働者が吸い込んだのに、遅滞なく医師による診察を受けさせなかったもの	H31.2.25送検
愛知労働局	平成31年3月31日	（株）向陽ウェルフェア・ワークス	愛知県名古屋市千種区	H31.2.25	最低賃金法第４条	障害者を含む労働者10名に対し、４か月間の定期賃金合計約150万円を支払わなかったもの	H31.2.25送検
愛知労働局	平成31年3月31日	（株）高橋組	愛知県岡崎市	H31.3.11	労働安全衛生法第21条,労働安全衛生規則第524条,労働者派遣法第45条	高さ５ｍのスレート屋根上で、踏み抜きによる墜落の防止措置を講じることなく労働者に作業させたもの	H31.3.11送検
愛知労働局	平成31年3月31日	（株）駒来商事	愛知県小牧市	H31.3.12	労働基準法第32条	労働者１名に対し、36協定の延長時間を超える違法な時間外労働を行わせたもの	H31.3.12送検
愛知労働局	平成31年3月31日	（株）銀の樹	愛知県豊橋市	H31.3.14	最低賃金法第４条	労働者10名に対し、６か月間の定期賃金合計約440万円を支払わなかったもの	H31.3.14送検
愛知労働局	平成31年3月31日	（株）浜田商店	愛知県弥富市	H31.3.18	労働安全衛生法第61条,労働安全衛生法施行令第20条,労働安全衛生規則第41条	無資格の労働者にフォークリフトを運転させたもの	H31.3.18送検
愛知労働局	平成31年3月31日	高野興業（株）	愛知県弥富市	H31.3.18	労働安全衛生法第20条,労働安全衛生規則第142条	粉砕機の開口部に、蓋、囲い、高さ90ｃｍ以上の柵等の転落防止措置を講じていなかったもの	H31.3.18送検
愛知労働局	平成31年3月31日	（株）Ａｌｍｉｇｈｔｙコーポレーション	愛知県名古屋市南区	H31.3.25	最低賃金法第４条	労働者３名に対し、１か月間の定期賃金合計約60万円を支払わなかったもの	H31.3.25送検
三重労働局	平成31年3月31日	野地木材工業（株）	三重県熊野市	H30.6.13	労働安全衛生法第21条,労働安全衛生規則第524条	高さ約５ｍのスレート屋根の上で作業を行わせるに際し、踏み抜きによる危険を防止する措置を講じなかったもの	H30.6.13送検
三重労働局	平成31年3月31日	（有）ワコー建設	三重県志摩市	H30.10.4	労働安全衛生法第20条,労働安全衛生規則第158条	掘削作業を行わせるに際し、誘導者を配置せず運転中の車両系建設機械の作業半径内に労働者を立ち入らせたもの	H30.10.4送検
三重労働局	平成31年3月31日	伊勢志摩リゾートマネジメント（株）	三重県志摩市	H30.10.11	労働基準法第32条	労働者４名に、有効な36協定の締結・届出なく違法な時間外労働を行わせたもの	H30.10.11送検
三重労働局	平成31年3月31日	（株）宝和	三重県松阪市	H30.12.3	最低賃金法第４条	労働者２名に、３〜６か月間の定期賃金合計約226万円を支払わなかったもの	H30.12.3送検
三重労働局	平成31年3月31日	（株）宴	三重県名張市	H31.1.8	最低賃金法第４条	労働者８名に、５か月間の定期賃金合計約248万円を支払わなかったもの	H31.1.8送検
三重労働局	平成31年3月31日	（株）ウエルネット	三重県津市	H31.3.11	最低賃金法第４条	労働者３名に、４か月間の定期賃金合計約210万円を支払わなかったもの	H31.3.11送検
三重労働局	平成31年3月31日	料亭平次	三重県津市	H31.3.19	最低賃金法第４条	労働者１名に、３か月間の定期賃金合計約123万円を支払わなかったもの	H31.3.19送検
三重労働局	平成31年3月31日	Ｅ２リバイブ（株）	三重県多気郡大台町	H31.3.22	労働安全衛生法第20条,労働安全衛生規則第151条の３	市場内で貨物自動車での木材の卸し準備作業を行わせる際に作業計画を定めなかったもの	H31.3.22送検
三重労働局	平成31年3月31日	文化印刷（有）	三重県伊勢市	H31.3.28	最低賃金法第４条	労働者３名に、３〜４か月間の定期賃金約235万円を支払わなかったもの	H31.3.28送検
滋賀労働局	平成31年2月28日	（株）ビーバーレコード　串春　近江八幡店	滋賀県近江八幡市	H30.5.24	労働基準法第32条	労働者１名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.5.24送検
滋賀労働局	平成31年2月28日	（株）金陽社　滋賀工場	滋賀県野洲市	H30.8.13	労働安全衛生法第20条,労働安全衛生規則第107条	労働者が機械内部に落とした布を拾い上げる際、機械の運転を停止させていなかったもの	H30.8.13送検
滋賀労働局	平成31年2月28日	速水林業	滋賀県長浜市	H30.9.20	労働安全衛生法第21条,労働安全衛生規則第479条	立木の伐木作業を行うに当たり、伐倒について一定の合図を定め、関係労働者に周知していなかったもの	H30.9.20送検
滋賀労働局	平成31年2月28日	（株）ｆ−プランニング	滋賀県愛知郡愛荘町	H31.1.18	労働安全衛生法第20条,労働安全衛生規則第151条の３	フォークリフトを用いた作業を行わせるにあたり、作業計画を定めていなかったもの	H31.1.18送検
京都労働局	平成31年3月31日	（株）坂本塗装工業	京都府宇治市	H30.11.2	労働安全衛生法第30条,労働安全衛生規則第637条	特定元方事業者であるのに、毎作業日に少なくとも１回の作業場所の巡視を怠ったもの	H30.11.2送検
京都労働局	平成31年3月31日	（有）我妻建材工業	京都府京都市伏見区	H30.11.2	労働安全衛生法違反第20条,労働安全衛生規則第563条	高さ2.4ｍの足場上で、幅40㎝以上の作業床を設けることなく、労働者に作業を行わせたもの	H30.11.2送検
京都労働局	平成31年3月31日	（株）亀岡給食センター	京都府亀岡市	H30.12.7	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したにもかかわらず、遅滞なく労働者死傷病報告を提出しなかったもの	H30.12.7送検
京都労働局	平成31年3月31日	（株）オステム	京都府京都市伏見区	H30.12.20	最低賃金法第４条	労働者９名に、１か月間の定期賃金合計約299万円を支払わなかったもの	H30.12.20送検
京都労働局	平成31年3月31日	（株）宮下鉄筋	京都府福知山市	H31.1.29	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生した際に、虚偽の労働者死傷病報告を提出したもの	H31.1.29送検
京都労働局	平成31年3月31日	（株）ランドアセット	京都府京都市中京区	H31.2.21	労働基準法第24条	労働者１名に、１か月間の定期賃金30万円を支払わなかったもの	H31.2.21送検
京都労働局	平成31年3月31日	渡貫建設	京都府与謝郡与謝野町	H31.2.27	労働安全衛生法第20条,労働安全衛生規則第164条	解体用つかみ機を主たる用途以外の用途(荷のつり上げ作業)に使用させたもの	H31.2.27送検
京都労働局	平成31年3月31日	（株）今井水道工業	滋賀県栗東市	H31.3.20	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したにもかかわらず、遅滞なく労働者死傷病報告を提出しなかったもの	H31.3.20送検
京都労働局	平成31年3月31日	下谷瓦店	京都府京丹後市	H31.3.22	労働安全衛生法第20条,労働安全衛生規則第519条	高さ5.4ｍの屋根の端で、安全帯を使用させることなく、労働者に作業を行わせたもの	H31.3.22送検
大阪労働局	平成31年3月31日	三起製作所	大阪府大阪市平野区	H30.4.25	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械に安全囲いを設ける等の措置を講じなかったもの	H30.4.25送検
大阪労働局	平成31年3月31日	（株）増田運送	大阪府大阪市住之江区	H30.4.27	労働基準法第32条,労働基準法第35条	36協定を締結することなく、労働者に違法な時間外労働・休日労働を行わせたもの	H30.4.27送検
大阪労働局	平成31年3月31日	第一貨物（株）	山形県山形市	H30.5.29	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約2.5ｍの高所で、安全帯を使用させることなく労働者に作業を行わせたもの	H30.5.29送検
大阪労働局	平成31年3月31日	（株）早瀬製作所	大阪府大東市	H30.8.3	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械に有効な安全装置を使用させる等の措置を講じなかったもの	H30.8.3送検
大阪労働局	平成31年3月31日	協同運輸（株）	大阪府大阪市大正区	H30.8.7	労働安全衛生法第20条,労働安全衛生規則第151条の３,労働者派遣法第45条	労働者に、フォークリフトの作業計画で定めた作業を行わせなかったもの	H30.8.7送検
大阪労働局	平成31年3月31日	（株）フジタ	東京都渋谷区	H30.8.21	労働基準法第32条	労働者４名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.8.21送検,H30.11.29不起訴
大阪労働局	平成31年3月31日	（株）高度技術研究所	大阪府吹田市	H30.9.28	労働安全衛生法第21条,労働安全衛生規則第519条	高さ２ｍ以上の建物屋上で、手すり等を設けることなく、労働者に作業を行わせたもの	H30.9.28送検
大阪労働局	平成31年3月31日	（株）ナッシェレカイタニ	大阪府寝屋川市	H30.10.9	労働基準法第37条	技能実習生２名に１か月間の時間外手当合計約９万円を支払わなかったもの	H30.10.9送検
大阪労働局	平成31年3月31日	（株）西田興業	大阪府大阪市淀川区	H30.10.29	労働安全衛生法第21条,労働安全衛生規則第537条	足場の部材が落下するおそれがあったのに、防網を設ける等の措置を講じなかったもの	H30.10.29送検
大阪労働局	平成31年3月31日	（株）レント	静岡県静岡市駿河区	H30.11.12	労働安全衛生法第20条,クレーン等安全規則第70条の５	移動式クレーンを用いて作業を行うに当たり、アウトリガーを最大限に張り出さなかったもの	H30.11.12送検
大阪労働局	平成31年3月31日	（株）片山電機	大阪府岸和田市	H30.11.27	労働安全衛生法第21条,労働安全衛生規則第518条	高さ２メートル以上の箇所でゴムシートの設置作業を行うにあたり、墜落防止措置を講じなかったもの	H30.11.27送検
大阪労働局	平成31年3月31日	（株）エムティー	大阪府大阪市都島区	H30.12.18	労働基準法第32条	労働者２名に、有効な36協定の締結・届出なく違法な時間外労働を行わせたもの	H30.12.18送検
大阪労働局	平成31年3月31日	名古屋電機工業（株）	愛知県あま市	H30.12.21	労働基準法第32条	労働者１名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.12.21送検
大阪労働局	平成31年3月31日	（株）北川建設	大阪府八尾市	H30.12.21	労働安全衛生法第21条,労働安全衛生規則第519条,労働者派遣法第45条	高さ約20ｍの開口部で、安全帯を使用させることなく労働者に作業を行わせたもの	H30.12.21送検
大阪労働局	平成31年3月31日	（株）みんなのスーパー	大阪府四條畷市	H30.12.25	最低賃金法第４条	労働者５名に、大阪府最低賃金額（１時間936円）以上の賃金を支払わなかったもの	H30.12.25送検
大阪労働局	平成31年3月31日	（株）道上総合建設	大阪府枚方市	H30.12.25	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約３ｍの高所で、安全帯を使用させることなく労働者に作業を行わせたもの	H30.12.25送検
大阪労働局	平成31年3月31日	（株）大和産業	大阪府大阪市中央区	H30.12.25	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の休業を要する労働災害が発生した際に、遅滞なく労働者死傷病報告を提出しなかったもの	H30.12.25送検
大阪労働局	平成31年3月31日	ヨシザワエルディ（株）	大阪府大東市	H30.12.25	労働安全衛生法第100条,労働安全衛生規則第97条,労働者派遣法第45条	休業４日以上の休業を要する労働災害が発生した際に、遅滞なく労働者死傷病報告を提出しなかったもの	H30.12.25送検
大阪労働局	平成31年3月31日	太陽メッキ（株）	兵庫県尼崎市	H30.12.26	労働安全衛生法第21条,労働安全衛生規則第533条	高温の水槽に接する床面を通行させるに当たり、同槽への転落を防止するためのさく等を設けなかったもの	H30.12.26送検
大阪労働局	平成31年3月31日	（株）小和野商店	大阪府大阪市西成区	H30.12.26	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約６ｍの高所で、安全帯を使用させることなく労働者に作業を行わせたもの	H30.12.26送検
大阪労働局	平成31年3月31日	千里運輸（株）	大阪府摂津市	H30.12.26	労働安全衛生法第20条,労働安全衛生規則第151条の14	車両系荷役運搬機械（フォークリフト）を主たる用途以外の用途（労働者の昇降）に使用したもの	H30.12.26送検
大阪労働局	平成31年3月31日	三共ポリエチレン（株）	広島県廿日市市	H30.12.27	労働安全衛生法第20条,労働安全衛生規則第151条の３	車両系荷役運搬機械（フォークリフト）を用いる作業を行わせる際に、あらかじめ作業計画を定めなかったもの	H30.12.27送検
大阪労働局	平成31年3月31日	（株）フジタ	大阪府高石市	H30.12.27	労働安全衛生法第20条,労働安全衛生規則第158条,労働者派遣法第45条	労働者を運転中のドラグショベルの作業半径内に立ち入らせたもの	H30.12.27送検
大阪労働局	平成31年3月31日	今西建設工業（株）	大阪府東大阪市	H31.1.30	労働安全衛生法第30条,労働安全衛生規則第636条	元請と下請の労働者の作業が同一の場所で行われる際、労働災害防止のための連絡、調整を行わなかったもの	H31.1.30送検
大阪労働局	平成31年3月31日	騠橋工業（株）	大阪府大阪市西淀川区	H31.2.22	労働基準法第32条	労働者１名に、36協定の限度を超える違法な時間外労働を行わせたもの	H31.2.22送検
大阪労働局	平成31年3月31日	（有）ナガタ製作所	大阪府南河内郡河南町	H31.2.26	労働安全衛生法第20条,労働安全衛生規則第134条の２	プレス機械の切替キースイッチのキーを保管者に保管させなかったもの	H31.2.26送検
大阪労働局	平成31年3月31日	丸善運輸倉庫（株）	大阪府大東市	H31.3.14	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約２ｍ以上の作業床の端で、安全帯を使用させることなく労働者に作業を行わせたもの	H31.3.14送検
大阪労働局	平成31年3月31日	（株）トータルプラン・ナカニシ	大阪府堺市西区	H31.3.18	最低賃金法第４条	労働者６名に対し、大阪府最低賃金額以上の賃金を支払わなかったもの	H31.3.18送検
大阪労働局	平成31年3月31日	（株）ｓａｋｕｒａｉｚ	大阪府大阪市淀川区	H31.3.19	最低賃金法第４条	労働者５名に、大阪府最低賃金額以上の賃金を支払わなかったもの	H31.3.19送検
大阪労働局	平成31年3月31日	（株）青島工業	大阪府堺市堺区	H31.3.26	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の休業を要する労働災害が発生した際に、虚偽の労働者死傷病報告を提出したもの	H31.3.26送検
大阪労働局	平成31年3月31日	（株）バイセップス	大阪府大阪市北区	H31.3.26	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の休業を要する労働災害が発生した際に、虚偽の労働者死傷病報告を提出したもの	H31.3.26送検
大阪労働局	平成31年3月31日	（株）ロイヤルコミュニケーション倶楽部	大阪府枚方市	H31.3.26	最低賃金法第４条	労働者４名に対し、大阪府最低賃金額以上の賃金を支払わなかったもの	H31.3.26送検
大阪労働局	平成31年3月31日	新熱電塗装工業（株）	大阪府守口市	H31.3.26	労働基準法第32条	労働者７名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H31.3.26送検
兵庫労働局	平成31年3月31日	林住建（株）	大阪府高槻市	H30.7.24	労働安全衛生法第31条,労働安全衛生規則第653条	高さ約６ｍの屋根で請負人の労働者に作業させるに当たり、墜落防止措置を講じていなかったもの	Ｈ30.７.24送検
兵庫労働局	平成31年3月31日	今田塗装店	大阪府高槻市	H30.7.24	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約６ｍの屋根で労働者に作業させるに当たり、墜落防止措置を講じていなかったもの	Ｈ30.７.24送検
兵庫労働局	平成31年3月31日	協同組合兵庫木材センター	兵庫県宍粟市	H30.9.13	労働安全衛生法第20条,労働安全衛生規則第101条	チェーンコンベヤーの回転軸の突起物に覆い、囲い等を設けていなかったもの	Ｈ30.9.13送検
兵庫労働局	平成31年3月31日	（株）サイキ	大阪府大阪市西区	H30.9.14	労働安全衛生法第31条,労働安全衛生規則第653条,労働者派遣法第45条	請負人の労働者に使用させる高さ約16ｍの作業床に安全に昇降するための設備を設けていなかったもの	Ｈ30.9.14送検
兵庫労働局	平成31年3月31日	（株）クライス	大阪府池田市	H30.9.14	労働安全衛生法第21条,労働安全衛生規則第526条,労働者派遣法第45条	高さ約16ｍの箇所で労働者に作業をさせるに当たり、安全に昇降するための設備を設けていなかったもの	Ｈ30.9.14送検
兵庫労働局	平成31年3月31日	（株）森本塗装工業	兵庫県神戸市西区	H30.9.18	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約５ｍの屋根で労働者に作業させるに当たり、墜落防止措置を講じていなかったもの	Ｈ30.9.18送検
兵庫労働局	平成31年3月31日	（有）豊島自動車	兵庫県神戸市兵庫区	H30.9.25	労働安全衛生法第20条,クレーン等安全規則第69条	移動式クレーンにその定格荷重をこえる荷重をかけて使用していたもの	Ｈ30.9.25送検
兵庫労働局	平成31年3月31日	洲本製紙（有）	兵庫県洲本市	H30.10.10	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	Ｈ30.10.10送検
兵庫労働局	平成31年3月31日	久保田セメント工業（株）小野事業所	兵庫県小野市	H30.10.17	労働安全衛生法第20条,労働安全衛生規則第104条	シャトルコンベヤーの運転について、一定の合図を定めず、また、合図をする者を指名せず開始させたもの	Ｈ30.10.17送検
兵庫労働局	平成31年3月31日	（株）神戸製鋼所　加古川製鉄所	兵庫県加古川市	H30.10.17	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約45ｍのボイラー内で労働者に作業させるに当たり、墜落防止措置を講じていなかったもの	Ｈ30.10.17送検
兵庫労働局	平成31年3月31日	カネテツデリカフーズ（株）	兵庫県神戸市東灘区	H30.10.25	労働安全衛生法第21条,労働安全衛生規則第519条	高さ２ｍ以上の箇所で、労働者に作業を行わせるに当たり、墜落防止措置を講じなかったもの	Ｈ30.10.25送検
兵庫労働局	平成31年3月31日	津名陸運（株）	兵庫県淡路市	H30.11.5	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	Ｈ30.11.5送検
兵庫労働局	平成31年3月31日	山郫建設（株）	東京都中央区	H30.11.27	労働安全衛生法第21条,労働安全衛生規則第533条	作業中に転落するおそれのある開口部に高さ75㎝以上の丈夫なさく等を設けていなかったもの	Ｈ30.11.27送検
兵庫労働局	平成31年3月31日	（株）駒田プレカット	兵庫県姫路市	H30.12.7	労働安全衛生法第20条,労働安全衛生規則第108条の２	労働者が挟まれるおそれのある木材加工用機械のストローク端に覆い、囲い又は柵等を設けていなかったもの	Ｈ30.12.7送検
兵庫労働局	平成31年3月31日	川北運輸（株）	大阪府大阪市淀川区	H31.2.21	労働安全衛生法第20条,労働安全衛生規則第349条	労働者が接触して感電するおそれがある充電電路に囲いを設ける等の措置を講じていなかったもの	Ｈ31.2.21送検
兵庫労働局	平成31年3月31日	特定非営利活動法人はじめの第一歩	兵庫県西宮市	H31.2.21	最低賃金法第４条	労働者10名に１か月間の定期賃金合計約592万円を支払わなかったもの	Ｈ31.2.21送検
兵庫労働局	平成31年3月31日	五藤建設（株）	兵庫県西宮市	H31.2.25	労働安全衛生法第20条,労働安全衛生規則第279条	火災の生じるおそれがある場所において、労働者に点火源となるおそれのある電動のこぎりを使用させたもの	Ｈ31.2.25送検
兵庫労働局	平成31年3月31日	神戸市環境局事業部管理課東クリーンセンター計量事務所	兵庫県神戸市東灘区	H31.3.20	労働安全衛生法第21条,労働安全衛生規則第519条	高さ２ｍ以上の箇所で、労働者に作業を行わせるに当たり、墜落防止措置を講じなかったもの	Ｈ31.3.20送検
兵庫労働局	平成31年3月31日	（株）あんしん	兵庫県西宮市	H31.3.25	最低賃金法第４条	労働者７名に１か月間の定期賃金合計約102万円を支払わなかったもの	Ｈ31.3.25送検
兵庫労働局	平成31年3月31日	山陽精工（株）	兵庫県神戸市中央区	H31.3.25	最低賃金法第４条	労働者４名に５か月間の定期賃金合計約212万円を支払わなかったもの	Ｈ31.3.25送検
兵庫労働局	平成31年3月31日	（株）有田造園土木	兵庫県尼崎市	H31.3.25	最低賃金法第４条	労働者２名に１か月間の定期賃金合計約48 万円を支払わなかったもの	Ｈ31.3.25送検
兵庫労働局	平成31年3月31日	（株）宮田製作所	兵庫県尼崎市	H31.3.25	労働安全衛生法第22条,粉じん障害防止規則第27条	アーク溶接作業を行わせるにあたり、労働者に有効な呼吸用保護具を使用させていなかったもの	Ｈ31.3.25送検
和歌山労働局	平成31年3月31日	南紀保険グループ	和歌山県新宮市	H30.6.14	労働基準法第６条	別の会社で働いていた労働者の就業に介入し、この労働者から15か月にわたり賃金の一部から利益を得ていたもの	H30.6.14送検
和歌山労働局	平成31年3月31日	上本建設工業	大阪府大阪市此花区	H30.7.25	労働安全衛生法第20条,労働安全衛生規則第564条	足場の解体作業を行うに当たり、安全帯の取付設備等を設けず、労働者に安全帯を使用させていなかったもの	H30.7.25送検
和歌山労働局	平成31年3月31日	（株）湊組	和歌山県和歌山市	H30.9.21	労働安全衛生法第21条,労働安全衛生規則第151条の70	100ｋｇ以上の荷を貨物自動車から卸す際に、作業指揮者に手順及び手順ごとの方法を決定させていなかったもの	H30.9.21送検
和歌山労働局	平成31年3月31日	河西運輸（株）	和歌山県和歌山市	H30.10.19	労働基準法第32条	労働者２名に、36協定の延長時間を超えて違法な時間外労働を行わせたもの	H30.10.19送検
和歌山労働局	平成31年3月31日	（有）グループホーム開門荘	和歌山県新宮市	H30.11.5	最低賃金法第４条	労働者３名に、１か月間の定期賃金合計約46万円を支払わなかったもの	H30.11.5送検
鳥取労働局	平成31年3月31日	八幡生コン（株）	鳥取県東伯郡湯梨浜町	H31.2.1	労働安全衛生法第20条,労働安全衛生規則第107条	労働者にベルトコンベヤーの調整等を行わせるに当たり、機械の運転を停止しなかったもの	H31.2.1送検
鳥取労働局	平成31年3月31日	（株）グリンコープ	鳥取県倉吉市	H31.3.6	労働安全衛生法第31条,労働安全衛生規則第653条	高さ約５ｍの納屋２階屋根の端に手すり等を設けることなく請負人の労働者に作業を行わせたもの	H31.3.6送検
鳥取労働局	平成31年3月31日	（株）木田商店	鳥取県東伯郡北栄町	H31.3.6	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約５ｍの納屋２階屋根の端に手すり等を設けることなく労働者に作業を行わせたもの	H31.3.6送検
島根労働局	平成31年3月31日	（株）竹内工業	島根県大田市	H30.8.28	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したにもかかわらず、遅滞なく労働者死傷病報告を提出しなかったもの	H30.8.28送検
島根労働局	平成31年3月31日	（有）吉川工務店	島根県仁多郡奥出雲町	H30.11.13	労働安全衛生法第20条,労働安全衛生規則第157条	車両系建設機械を用いて作業を行わせる際に、転倒又は転落を防止するための措置を講じなかったもの	H30.11.13送検
島根労働局	平成31年3月31日	（株）オーテック	島根県松江市	H30.11.28	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したにもかかわらず、遅滞なく労働者死傷病報告を提出しなかったもの	H30.11.28送検
島根労働局	平成31年3月31日	（株）大勢シェル	島根県松江市	H31.2.1	労働安全衛生法第20条,労働安全衛生規則第28条	造形機に設けられた安全装置を有効に作動させないまま、労働者に作業を行わせたもの	H31.2.1送検
岡山労働局	平成31年3月31日	銘建工業（株）	岡山県真庭市	H30.11.9	労働安全衛生法第20条,労働安全衛生規則第107条	プレス機械の運転を停止することなく、労働者に清掃作業を行わせたもの	H30.11.9送検
岡山労働局	平成31年3月31日	（株）フィル	岡山県倉敷市	H30.12.7	最低賃金法第４条	障害者を含む労働者93名に、１ヶ月間の定期賃金合計約750万円を支払わなかったもの	H30.12.7送検,H31.2.7不起訴
岡山労働局	平成31年3月31日	（株）スリーエスＡ＆Ｃ　岡山センター	岡山県岡山市北区	H31.1.17	労働基準法第32条	労働者１名に、36協定の延長時間を超える時間外労働を行わせたもの	H31.1.17送検
広島労働局	平成31年3月31日	西城町森林組合	広島県庄原市	H30.5.14	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.5.14送検
広島労働局	平成31年3月31日	（株）サンヨーコーポレーション	広島県東広島市	H30.5.29	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.5.29送検
広島労働局	平成31年3月31日	（株）ニッポー	広島県広島市安芸区	H30.7.19	労働安全衛生法第20条,労働安全衛生規則第537条,労働者派遣法第45条	射出成形機の可動盤が自重で落下することによる危険を防止するための措置を講じなかったもの	H30.7.19送検
広島労働局	平成31年3月31日	ランデス（株）	岡山県真庭市	H30.9.13	労働安全衛生法第61条,労働安全衛生法施行令第20条,クレーン等安全規則第221条	つり上げ荷重１トン以上のクレーンの玉掛け業務に無資格者を就かせたもの	H30.9.13送検
広島労働局	平成31年3月31日	宇野木工（株）	広島県福山市	H30.10.11	労働安全衛生法第20条,労働安全衛生規則第123条	木材加工用丸のこ盤に歯の接触予防措置を設けることなく、木材加工作業を行わせたもの	H30.10.11送検
広島労働局	平成31年3月31日	（有）岡野商店	広島県山県郡北広島町	H30.10.12	労働基準法第32条,労働基準法第35条	運転者３名に対して、有効な36協定の締結・届出なく違法な時間外・休日労働を行わせたもの	H30.10.12送検
広島労働局	平成31年3月31日	（有）共生工業	広島県呉市	H30.10.26	労働安全衛生法第100条,労働安全衛生規則第97条,労働者派遣法第45条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.10.26送検
